indeks_katalogowy,nazwa,zdjecie,rozmiar,material,vat,cena_FV_brutto,cena_detal,stan_magazynowy,producent,opis_tekstowy,jednostka_wymiaru,szerokosc,wysokosc,ostatnia_aktualizacja
6546/2X,6546/2X OBRAZEK MATKA BOŻA 9x13 CM,https://wikomistral.ddns.net/Obrazki/6546.2X_6546.jpg,9x13 cm,Mirosilver,23,114.51,251.92,35,Beltrami s.r.l.,,cm,"9,000","13,000",2025-11-26 02:45:10
6546/3,6546/3 OBRAZEK MATKA BOŻA 13x18 CM,https://wikomistral.ddns.net/Obrazki/6546.3_6546.jpg,13x18 cm,Mirosilver,23,186.96,373.92,14,Beltrami s.r.l.,,cm,"13,000","18,000",2025-11-26 02:45:10
6549/1COL,6549/1COL OBRAZEK ANIOŁEK 8x7 CM,https://wikomistral.ddns.net/Obrazki/6549.1COL_6549COL.jpg,8x7 cm,Mirosilver,23,39.36,102.34,20,Beltrami s.r.l.,,cm,"8,000","7,000",2025-11-26 02:45:10
6549/2,"6549/2 OBRAZEK ANIOŁEK 11x9,5 CM",https://wikomistral.ddns.net/Obrazki/6549.2_6549.jpg,"11x9,5 cm",Mirosilver,23,49.20,127.92,2,Beltrami s.r.l.,,cm,"11,000","9,500",2025-11-26 02:45:10
6549/2COL,"6549/2COL OBRAZEK ANIOŁEK 11x9,5 CM",https://wikomistral.ddns.net/Obrazki/6549.2COL_6549COL.jpg,"11x9,5 cm",Mirosilver,23,52.89,126.94,8,Beltrami s.r.l.,,cm,"11,000","9,500",2025-11-26 02:45:10
6549/2W,6549/2W OBRAZEK ANIOŁEK 14x12 CM,https://wikomistral.ddns.net/Obrazki/6549.2W_6549W.jpg,14x12 cm,Mirosilver,23,52.89,126.94,8,Beltrami s.r.l.,,cm,"14,000","12,000",2025-11-26 02:45:10
6549/3COL,"6549/3COL OBRAZ ANIOŁEK 15,5x14 CM",https://wikomistral.ddns.net/Obrazki/6549.3COL_6549COL.jpg,"15,5x14 cm",Mirosilver,23,82.41,197.78,20,Beltrami s.r.l.,,cm,"15,500","14,000",2025-11-26 02:45:10
6568/2A,6568/2A OBRAZEK PAMIĄTKA I KOMUNII ŚW.  8x8 CM,https://wikomistral.ddns.net/Obrazki/6568.2A_6568A.jpg,8x8 cm,Mirosilver,23,80.63,193.51,80,Beltrami s.r.l.,,cm,"8,000","8,000",2025-11-26 02:45:10
6568/2AW,6568/2AW OBRAZEK PAMIĄTKA I KOMUNII ŚW.  10x10 CM,https://wikomistral.ddns.net/Obrazki/6568.2AW_6568AW.jpg,10x10 cm,Mirosilver,23,86.47,207.53,81,Beltrami s.r.l.,,cm,"10,000","10,000",2025-11-26 02:45:10
6568/2O,6568/2O OBRAZEK PAMIĄTKA I KOMUNII ŚW.  8x8 CM,https://wikomistral.ddns.net/Obrazki/6568.2O_6568O.jpg,8x8 cm,Mirosilver,23,80.63,193.51,63,Beltrami s.r.l.,,cm,"8,000","8,000",2025-11-26 02:45:10
6568/2OW,6568/2OW OBRAZEK PAMIĄTKA I KOMUNII ŚW.  10x10 CM,https://wikomistral.ddns.net/Obrazki/6568.2OW_6568OW.jpg,10x10 cm,Mirosilver,23,86.47,207.53,39,Beltrami s.r.l.,,cm,"10,000","10,000",2025-11-26 02:45:10
6568/2XA,6568/2XA OBRAZEK PAMIĄTKA I KOMUNII ŚW.  12x12 CM,https://wikomistral.ddns.net/Obrazki/6568.2XA_6568A.jpg,12x12 cm,Mirosilver,23,130.87,287.91,98,Beltrami s.r.l.,,cm,"12,000","12,000",2025-11-26 02:45:10
6568/2XAW,6568/2XAW OBRAZEK PAMIĄTKA I KOMUNII ŚW.  14x14 CM,https://wikomistral.ddns.net/Obrazki/6568.2XAW_6568AW.jpg,14x14 cm,Mirosilver,23,75.03,180.07,12,Beltrami s.r.l.,,cm,"14,000","14,000",2025-11-26 02:45:10
6568/2XO,6568/2XO OBRAZEK PAMIĄTKA I KOMUNII ŚW.  12x12 CM,https://wikomistral.ddns.net/Obrazki/6568.2XO_6568O.jpg,12x12 cm,Mirosilver,23,130.87,287.91,103,Beltrami s.r.l.,,cm,"12,000","12,000",2025-11-26 02:45:10
6571/1XA,6571/1XA OBRAZEK PAMIĄTKA I KOMUNII ŚW.   7x9 CM,https://wikomistral.ddns.net/Obrazki/6571.1XA_6571A.jpg,7x9 cm,Mirosilver,23,37.52,97.55,33,Beltrami s.r.l.,,cm,"7,000","9,000",2025-11-26 02:45:10
6571/1XAW,6571/1XAW OBRAZEK PAMIĄTKA I KOMUNII ŚW.  9x11 CM,https://wikomistral.ddns.net/Obrazki/6571.1XAW_6571-WA.jpg,9x11 cm,Mirosilver,23,39.36,102.34,23,Beltrami s.r.l.,,cm,"9,000","11,000",2025-11-26 02:45:10
6571/1XO,6571/1XO OBRAZEK PAMIĄTKA I KOMUNII ŚW.   7x9 CM,https://wikomistral.ddns.net/Obrazki/6571.1XO_6571O.jpg,7x9 cm,Mirosilver,23,37.52,97.55,44,Beltrami s.r.l.,,cm,"7,000","9,000",2025-11-26 02:45:10
6571/1XOW,6571/1XOW OBRAZEK PAMIĄTKA I KOMUNII ŚW.  9x11 CM,https://wikomistral.ddns.net/Obrazki/6571.1XOW_6571-WO.jpg,9x11 cm,Mirosilver,23,39.36,102.34,51,Beltrami s.r.l.,,cm,"9,000","11,000",2025-11-26 02:45:10
6571/2XAW,6571/2XAW OBRAZEK PAMIĄTKA I KOMUNII ŚW.  12x15 CM,https://wikomistral.ddns.net/Obrazki/6571.2XAW_6571-WA.jpg,12x15 cm,Mirosilver,23,57.81,138.74,11,Beltrami s.r.l.,,cm,"12,000","15,000",2025-11-26 02:45:10
6571/2XO,6571/2XO OBRAZEK PAMIĄTKA I KOMUNII ŚW.   10x13 CM,https://wikomistral.ddns.net/Obrazki/6571.2XO_6571O.jpg,10x13 cm,Mirosilver,23,53.51,128.42,22,Beltrami s.r.l.,,cm,"10,000","13,000",2025-11-26 02:45:10
6571/2XOW,6571/2XOW OBRAZEK PAMIĄTKA I KOMUNII ŚW.  12x15 CM,https://wikomistral.ddns.net/Obrazki/6571.2XOW_6571-WO.jpg,12x15 cm,Mirosilver,23,57.81,138.74,27,Beltrami s.r.l.,,cm,"12,000","15,000",2025-11-26 02:45:10
6572/2X,6572/2X OBRAZEK ANIOŁEK 9x13 CM,https://wikomistral.ddns.net/Obrazki/6572.2X_6572.jpg,9x13 cm,Mirosilver,23,114.51,251.92,87,Beltrami s.r.l.,,cm,"9,000","13,000",2025-11-26 02:45:10
6572/3,6572/3 OBRAZEK ANIOŁEK 13x18 CM,https://wikomistral.ddns.net/Obrazki/6572.3_6572.jpg,13x18 cm,Mirosilver,23,203.32,406.64,26,Beltrami s.r.l.,,cm,"13,000","18,000",2025-11-26 02:45:10
6579/2,"6579/2 OBRAZEK PAMIĄTKA CHRZTU ŚW.        11x9,5 CM",https://wikomistral.ddns.net/Obrazki/6579.2_6579.jpg,"11x9,5 cm",Mirosilver,23,49.20,127.92,1,Beltrami s.r.l.,,cm,"11,000","9,500",2025-11-26 02:45:10
6585/3S,"6585/3S PANEL ŚW. RODZINA 8x17,5 CM",https://wikomistral.ddns.net/Obrazki/6585.3S_6585S.jpg,"8x17,5 cm",Mirosilver,23,148.40,326.48,27,Beltrami s.r.l.,,cm,"8,000","17,500",2025-11-26 02:45:10
6585/5S,6585/5S PANEL ŚW. RODZINA 17x38 CM,https://wikomistral.ddns.net/Obrazki/6585.5S_6585S.jpg,17x36 cm,Mirosilver,23,349.38,628.88,45,Beltrami s.r.l.,,cm,"17,000","36,000",2025-11-26 02:45:10
6585/7S,"6585/7S PANEL ŚW. RODZINA 23x51,5 CM",https://wikomistral.ddns.net/Obrazki/6585.7S_6585S.jpg,"23x51,5 cm",Mirosilver,23,642.68,1156.82,21,Beltrami s.r.l.,,cm,"23,000","51,500",2025-11-26 02:45:10
6624S/3COL,"6624S/3COL OBRAZEK ANIOŁEK 13,5x18 CM",https://wikomistral.ddns.net/Obrazki/6624S.3COL_6624SC.jpg,"13,5x18 cm",Mirosilver,23,105.78,232.72,12,Beltrami s.r.l.,SOV,cm,"13,500","18,000",2025-11-26 02:45:10
6643/2X,6643/2X OBRAZEK MATKA BOŻA CZĘSTOCHOWSKA  9x13 CM,https://wikomistral.ddns.net/Obrazki/6643.2X_6643.jpg,9x13 cm,Mirosilver,23,114.51,251.92,165,Beltrami s.r.l.,,cm,"9,000","13,000",2025-11-26 02:45:10
6643/3,6643/3 OBRAZEK MATKA BOŻA CZĘSTOCHOWSKA   13x18 CM,https://wikomistral.ddns.net/Obrazki/6643.3_6643.jpg,13x18 cm,Mirosilver,23,186.96,373.92,129,Beltrami s.r.l.,,cm,"13,000","18,000",2025-11-26 02:45:10
6643/5,6643/5 OBRAZ MATKA BOŻA CZĘSTOCHOWSKA     18x24 CM,https://wikomistral.ddns.net/Obrazki/6643.5_6643.jpg,18x24 cm,Mirosilver,23,296.80,534.24,33,Beltrami s.r.l.,,cm,"18,000","24,000",2025-11-26 02:45:10
6649/1,"6649/1 OBRAZEK ŚW. RODZINA 5,2x8 CM",https://wikomistral.ddns.net/Obrazki/6649.1_6649 nowe.jpg,"5,2x8 cm",Mirosilver,23,33.83,87.96,68,Beltrami s.r.l.,,cm,"5,200","8,000",2025-11-26 02:45:10
6649/2,6649/2 OBRAZEK ŚW. RODZINA 7x11 CM,https://wikomistral.ddns.net/Obrazki/6649.2_6649 nowe.jpg,7x11 cm,Mirosilver,23,88.81,213.14,82,Beltrami s.r.l.,,cm,"7,000","11,000",2025-11-26 02:45:10
6649/2COL,6649/2COL OBRAZEK ŚW. RODZINA 7x11 CM,https://wikomistral.ddns.net/Obrazki/6649.2COL_6649COL.jpg,7x11 cm,Mirosilver,23,94.65,227.16,12,Beltrami s.r.l.,,cm,"7,000","11,000",2025-11-26 02:45:10
6649/2WM,6649/2WM OBRAZEK ŚW. RODZINA 9x13 CM,https://wikomistral.ddns.net/Obrazki/6649.2WM_6649WM.jpg,9x13 cm,Mirosilver,23,94.65,227.16,144,Beltrami s.r.l.,,cm,"9,000","13,000",2025-11-26 02:45:10
6649/2X,6649/2X OBRAZEK ŚW. RODZINA 12x17 CM,https://wikomistral.ddns.net/Obrazki/6649.2X_6649 nowe.jpg,12x17 cm,Mirosilver,23,168.26,336.52,6,Beltrami s.r.l.,,cm,"12,000","17,000",2025-11-26 02:45:10
6649/2XCOL,6649/2XCOL OBRAZEK ŚW. RODZINA 12x17 CM,https://wikomistral.ddns.net/Obrazki/6649.2XCOL_6649COL.jpg,12x17 cm,Mirosilver,23,179.95,359.90,37,Beltrami s.r.l.,,cm,"12,000","17,000",2025-11-26 02:45:10
6649/2XWM,6649/2XWM OBRAZEK ŚW. RODZINA 14x19 CM,https://wikomistral.ddns.net/Obrazki/6649.2XWM_6649WM.jpg,14x19 cm,Mirosilver,23,183.45,366.90,39,Beltrami s.r.l.,,cm,"14,000","19,000",2025-11-26 02:45:10
6649/3,6649/3 OBRAZEK ŚW. RODZINA 17x23 CM,https://wikomistral.ddns.net/Obrazki/6649.3_6649 nowe.jpg,17x23 cm,Mirosilver,23,285.11,513.20,37,Beltrami s.r.l.,,cm,"17,000","23,000",2025-11-26 02:45:10
6649/3COL,6649/3COL OBRAZEK ŚW. RODZINA 17x23 CM,https://wikomistral.ddns.net/Obrazki/6649.3COL_6649COL.jpg,17x23 cm,Mirosilver,23,306.15,551.07,16,Beltrami s.r.l.,,cm,"17,000","23,000",2025-11-26 02:45:10
6649/3WM,6649/3WM OBRAZEK ŚW. RODZINA 19x25 CM,https://wikomistral.ddns.net/Obrazki/6649.3WM_6649WM.jpg,19x25 cm,Mirosilver,23,311.99,561.58,9,Beltrami s.r.l.,,cm,"19,000","25,000",2025-11-26 02:45:10
6649/5,6649/5 OBRAZ ŚW. RODZINA 23x32 CM,https://wikomistral.ddns.net/Obrazki/6649.5_6649 nowe.jpg,23x32 cm,Mirosilver,23,500.12,900.22,18,Beltrami s.r.l.,,cm,"23,000","32,000",2025-11-26 02:45:10
6649/5COL,6649/5COL OBRAZ ŚW. RODZINA 23x32 CM,https://wikomistral.ddns.net/Obrazki/6649.5COL_6649COL.jpg,23x32 cm,Mirosilver,23,535.17,963.31,5,Beltrami s.r.l.,,cm,"23,000","32,000",2025-11-26 02:45:10
6649/5S,6649/5S OBRAZ ŚW. RODZINA 31x40 CM,https://wikomistral.ddns.net/Obrazki/6649.5S_6649S.jpg,31x40 cm,Mirosilver,23,273.68,492.62,0,Beltrami s.r.l.,,cm,"0,000","0,000",2025-11-26 02:45:10
6649/7,6649/7 OBRAZ ŚW. RODZINA 30x41 CM,https://wikomistral.ddns.net/Obrazki/6649.7_6649 nowe.jpg,30x41 cm,Mirosilver,23,807.43,1453.37,23,Beltrami s.r.l.,,cm,"30,000","41,000",2025-11-26 02:45:10
6649/7COL,6649/7COL OBRAZ ŚW. RODZINA 30x41 CM,https://wikomistral.ddns.net/Obrazki/6649.7COL_6649COL.jpg,30x41 cm,Mirosilver,23,863.52,1554.34,3,Beltrami s.r.l.,,cm,"30,000","41,000",2025-11-26 02:45:10
6649/7S,6649/7S OBRAZ ŚW. RODZINA 41x52 CM,https://wikomistral.ddns.net/Obrazki/6649.7S_6649S.jpg,41x52 cm,Mirosilver,23,442.80,797.04,1,Beltrami s.r.l.,,cm,"0,000","0,000",2025-11-26 02:45:10
6649AP/2X,6649AP/2X PANEL ŚW. RODZINA 21x23 CM,https://wikomistral.ddns.net/Obrazki/6649AP.2X_6649AP.jpg,21x23 cm,Mirosilver,23,196.31,392.62,0,Beltrami s.r.l.,,cm,"21,000","23,000",2025-11-26 02:45:10
6649AP/3,"6649AP/3 PANEL ŚW. RODZINA 28x30,5 CM",https://wikomistral.ddns.net/Obrazki/6649AP.3_6649AP.jpg,"28x30,5 cm",Mirosilver,23,334.19,601.54,17,Beltrami s.r.l.,,cm,"28,000","30,500",2025-11-26 02:45:10
6649AP/5,"6649AP/5 PANEL ŚW. RODZINA 38x41,5 CM",https://wikomistral.ddns.net/Obrazki/6649AP.5_6649AP.jpg,"38x41,5 cm",Mirosilver,23,591.26,1064.27,8,Beltrami s.r.l.,,cm,"38,000","41,500",2025-11-26 02:45:10
6649K/2,6649K/2 PANEL ŚW. RODZINA 20x15 CM,https://wikomistral.ddns.net/Obrazki/6649K.2_6649K.jpg,20x15 cm,Mirosilver,23,84.13,201.91,42,Beltrami s.r.l.,PANK,cm,"20,000","15,000",2025-11-26 02:45:10
6649K/2COL,6649K/2COL PANEL ŚW. RODZINA 20x15 CM,https://wikomistral.ddns.net/Obrazki/6649K.2COL_6649K-COL.jpg,20x15 cm,Mirosilver,23,89.97,215.93,23,Beltrami s.r.l.,PANK,cm,"20,000","15,000",2025-11-26 02:45:10
6649KP/2,6649KP/2 PANEL ŚW. RODZINA 20x15 CM,https://wikomistral.ddns.net/Obrazki/6649KP.2_6649KP.jpg,20x15 cm,Mirosilver,23,84.13,201.91,31,Beltrami s.r.l.,PANK,cm,"20,000","15,000",2025-11-26 02:45:10
6649KP/2COL,6649KP/2COL PANEL ŚW. RODZINA 20x15 CM,https://wikomistral.ddns.net/Obrazki/6649KP.2COL_6649KPCOL.jpg,20x15 cm,Mirosilver,23,89.97,215.93,35,Beltrami s.r.l.,PANK,cm,"20,000","15,000",2025-11-26 02:45:10
6649S/2,6649S/2 OBRAZEK ŚW. RODZINA 7x11 CM,https://wikomistral.ddns.net/Obrazki/6649S.2_6649S.jpg,7x11 cm,Mirosilver,23,46.74,121.52,0,Beltrami s.r.l.,,cm,"7,000","11,000",2025-11-26 02:45:10
6649S/2COL,6649S/2COL OBRAZEK ŚW. RODZINA 7x11 CM,https://wikomistral.ddns.net/Obrazki/6649S.2COL_6649S-COL.jpg,7x11 cm,Mirosilver,23,49.82,129.53,49,Beltrami s.r.l.,,cm,"7,000","11,000",2025-11-26 02:45:10
6649S/2X,6649S/2X OBRAZEK ŚW. RODZINA 12x17 CM,https://wikomistral.ddns.net/Obrazki/6649S.2X_6649S.jpg,12x17 cm,Mirosilver,23,168.26,336.52,39,Beltrami s.r.l.,,cm,"12,000","17,000",2025-11-26 02:45:10
6649S/3,6649S/3 OBRAZEK ŚW. RODZINA 17x23 CM,https://wikomistral.ddns.net/Obrazki/6649S.3_6649S.jpg,17x23 cm,Mirosilver,23,285.11,513.20,30,Beltrami s.r.l.,,cm,"17,000","23,000",2025-11-26 02:45:10
6649S/5,6649S/5 OBRAZ ŚW. RODZINA 23x32 CM,https://wikomistral.ddns.net/Obrazki/6649S.5_6649S.jpg,23x32 cm,Mirosilver,23,500.12,900.22,10,Beltrami s.r.l.,,cm,"23,000","32,000",2025-11-26 02:45:10
6649S/7,6649S/7 OBRAZ ŚW. RODZINA 30x41 CM,https://wikomistral.ddns.net/Obrazki/6649S.7_6649S.jpg,30x41 cm,Mirosilver,23,807.43,1453.37,12,Beltrami s.r.l.,,cm,"30,000","41,000",2025-11-26 02:45:10
6650/0,"6650/0 OBRAZEK ŚW. RODZINA 4,5x9 CM",https://wikomistral.ddns.net/Obrazki/6650.0_6650.jpg,"4,5x9 cm",Mirosilver,23,33.83,87.96,48,Beltrami s.r.l.,,cm,"0,000","0,000",2025-11-26 02:45:10
6650/2,6650/2 OBRAZEK ŚW. RODZINA 7x14 CM,https://wikomistral.ddns.net/Obrazki/6650.2_6650.jpg,7x14 cm,Mirosilver,23,100.49,221.08,22,Beltrami s.r.l.,,cm,"7,000","14,000",2025-11-26 02:45:10
6650/2COL,6650/2COL OBRAZEK ŚW. RODZINA 7x14 CM,https://wikomistral.ddns.net/Obrazki/6650.2COL__DSC9600.jpg,7x14 cm,Mirosilver,23,55.97,134.33,2,Beltrami s.r.l.,,cm,"7,000","14,000",2025-11-26 02:45:10
6650/2X,6650/2X OBRAZEK ŚW. RODZINA 10x20 CM,https://wikomistral.ddns.net/Obrazki/6650.2X_6650.jpg,10x20 cm,Mirosilver,23,165.93,331.86,19,Beltrami s.r.l.,,cm,"10,000","20,000",2025-11-26 02:45:10
6650/2XCOL,6650/2XCOL OBRAZEK ŚW. RODZINA 10x20 CM,https://wikomistral.ddns.net/Obrazki/6650.2XCOL__DSC9600.jpg,10x20 cm,Mirosilver,23,93.48,224.35,16,Beltrami s.r.l.,,cm,"10,000","20,000",2025-11-26 02:45:10
6650/3,6650/3 OBRAZEK ŚW. RODZINA 15x30 CM,https://wikomistral.ddns.net/Obrazki/6650.3_6650.jpg,15x30 cm,Mirosilver,23,321.34,578.41,107,Beltrami s.r.l.,,cm,"15,000","30,000",2025-11-26 02:45:10
6650/3COL,6650/3COL OBRAZEK ŚW. RODZINA 15x30 CM,https://wikomistral.ddns.net/Obrazki/6650.3COL__DSC9600.jpg,15x30 cm,Mirosilver,23,145.14,319.31,25,Beltrami s.r.l.,,cm,"15,000","30,000",2025-11-26 02:45:10
6650/5,"6650/5 OBRAZ ŚW. RODZINA 18,5x37 CM",https://wikomistral.ddns.net/Obrazki/6650.5_6650.jpg,"18,5x37 cm",Mirosilver,23,467.40,841.32,13,Beltrami s.r.l.,,cm,"18,500","37,000",2025-11-26 02:45:10
6650/5COL,"6650/5COL OBRAZ ŚW. RODZINA 18,5x37 CM",https://wikomistral.ddns.net/Obrazki/6650.5COL__DSC9600.jpg,"18,5x37 cm",Mirosilver,23,210.58,421.16,20,Beltrami s.r.l.,,cm,"18,500","37,000",2025-11-26 02:45:10
6650/5PG,6650/5PG OBRAZ ŚW. RODZINA 24x43 CM,https://wikomistral.ddns.net/Obrazki/6650.5PG_6650PG.jpg,24x43 cm,Mirosilver,23,252.15,453.87,2,Beltrami s.r.l.,,cm,"0,000","0,000",2025-11-26 02:45:10
6650/5WM,"6650/5WM OBRAZ ŚW. RODZINA 21,5x40 CM",https://wikomistral.ddns.net/Obrazki/6650.5WM_6650WM.jpg,"21,5x40 cm",Mirosilver,23,247.85,495.70,1,Beltrami s.r.l.,,cm,"0,000","0,000",2025-11-26 02:45:10
6650/7,6650/7 OBRAZ ŚW. RODZINA 25x50 CM,https://wikomistral.ddns.net/Obrazki/6650.7_6650.jpg,25x50 cm,Mirosilver,23,820.29,1476.52,14,Beltrami s.r.l.,,cm,"25,000","50,000",2025-11-26 02:45:10
6650/7COL,6650/7COL OBRAZ ŚW. RODZINA 25x50 CM,https://wikomistral.ddns.net/Obrazki/6650.7COL__DSC9600.jpg,25x50 cm,Mirosilver,23,369.49,665.08,6,Beltrami s.r.l.,,cm,"25,000","50,000",2025-11-26 02:45:10
6650F/2X,6650F/2X PANEL ŚW. RODZINA 22x25 CM,https://wikomistral.ddns.net/Obrazki/6650F.2X_6650F.jpg,22x25 cm,Mirosilver,23,199.81,399.62,7,Beltrami s.r.l.,,cm,"22,000","25,000",2025-11-26 02:45:10
6650F/5,6650F/5 PANEL ŚW. RODZINA 38x44 CM,https://wikomistral.ddns.net/Obrazki/6650F.5_6650F.jpg,38x44 cm,Mirosilver,23,564.39,1015.90,25,Beltrami s.r.l.,,cm,"38,000","44,000",2025-11-26 02:45:10
6650FP/2X,6650FP/2X PANEL ŚW. RODZINA 22x25 CM,https://wikomistral.ddns.net/Obrazki/6650FP.2X_6650FP.jpg,22x25 cm,Mirosilver,23,199.81,399.62,2,Beltrami s.r.l.,,cm,"22,000","25,000",2025-11-26 02:45:10
6650FP/5,6650FP/5 PANEL ŚW. RODZINA 38x44 CM,https://wikomistral.ddns.net/Obrazki/6650FP.5_6650FP.jpg,38x44 cm,Mirosilver,23,564.39,1015.90,15,Beltrami s.r.l.,,cm,"38,000","44,000",2025-11-26 02:45:10
6650L/2X,6650L/2X PANEL ŚW. RODZINA 16x25 CM,https://wikomistral.ddns.net/Obrazki/6650L.2X_6650L.jpg,16x25 cm,Mirosilver,23,186.96,373.92,51,Beltrami s.r.l.,,cm,"16,000","25,000",2025-11-26 02:45:10
6650L/3,6650L/3 PANEL ŚW. RODZINA 24x39 CM,https://wikomistral.ddns.net/Obrazki/6650L.3_6650L.jpg,24x39 cm,Mirosilver,23,341.20,614.16,24,Beltrami s.r.l.,,cm,"24,000","39,000",2025-11-26 02:45:10
6650M/2XC,6650M/2XC PANEL ŚW. RODZINA 16x25 CM,https://wikomistral.ddns.net/Obrazki/6650M.2XC_6650MA.jpg,16x25 cm,Mirosilver,23,189.30,378.60,44,Beltrami s.r.l.,,cm,"16,000","25,000",2025-11-26 02:45:10
6650M/5A,6650M/5A PANEL ŚW. RODZINA 31x46 CM,https://wikomistral.ddns.net/Obrazki/6650M.5A_6650M-A.jpg,31x46 cm,Mirosilver,23,289.67,521.41,2,Beltrami s.r.l.,,cm,"0,000","0,000",2025-11-26 02:45:10
6650M/5C,6650M/5C PANEL ŚW. RODZINA 31x46 CM,https://wikomistral.ddns.net/Obrazki/6650M.5C_6650MA.jpg,31x46 cm,Mirosilver,23,289.67,521.41,2,Beltrami s.r.l.,,cm,"0,000","0,000",2025-11-26 02:45:10
6650P/3C,6650P/3C PANEL ŚW. RODZINA 24x37 CM,https://wikomistral.ddns.net/Obrazki/6650P.3C_6650PA.jpg,24x37 cm,Mirosilver,23,197.42,394.84,1,Beltrami s.r.l.,,cm,"24,000","37,000",2025-11-26 02:45:10
6650R/2X,6650R/2X PANEL ŚW. RODZINA 22x25 CM,https://wikomistral.ddns.net/Obrazki/6650R.2X_6650R.jpg,22x25 cm,Mirosilver,23,199.81,399.62,13,Beltrami s.r.l.,,cm,"22,000","25,000",2025-11-26 02:45:10
6650R/5,6650R/5 PANEL ŚW. RODZINA 38x44 CM,https://wikomistral.ddns.net/Obrazki/6650R.5_6650R.jpg,38x44 cm,Mirosilver,23,564.39,1015.90,13,Beltrami s.r.l.,,cm,"38,000","44,000",2025-11-26 02:45:10
6650RP/2X,6650RP/2X PANEL ŚW. RODZINA 22x25 CM,https://wikomistral.ddns.net/Obrazki/6650RP.2X_6650RP.jpg,22x25 cm,Mirosilver,23,199.81,399.62,45,Beltrami s.r.l.,,cm,"22,000","25,000",2025-11-26 02:45:10
6650RP/5,6650RP/5 PANEL ŚW. RODZINA 38x44 CM,https://wikomistral.ddns.net/Obrazki/6650RP.5_6650RP.jpg,38x44 cm,Mirosilver,23,564.39,1015.90,10,Beltrami s.r.l.,,cm,"38,000","44,000",2025-11-26 02:45:10
6650S/2,6650S/2 OBRAZEK ŚW. RODZINA 7x14 CM,https://wikomistral.ddns.net/Obrazki/6650S.2_6650S.jpg,7x14 cm,Mirosilver,23,100.49,221.08,94,Beltrami s.r.l.,,cm,"7,000","14,000",2025-11-26 02:45:10
6650S/2COL,6650S/2COL OBRAZEK ŚW. RODZINA 7x14 CM,https://wikomistral.ddns.net/Obrazki/6650S.2COL_6650S-COL.jpg,7x14 cm,Mirosilver,23,55.97,134.33,31,Beltrami s.r.l.,,cm,"7,000","14,000",2025-11-26 02:45:10
6650S/2TP,6650S/2TP OBRAZEK ŚW. RODZINA 10x17 CM,https://wikomistral.ddns.net/Obrazki/6650S.2TP_6650STP.jpg,10x17 cm,Mirosilver,23,113.34,249.35,8,Beltrami s.r.l.,,cm,"10,000","17,000",2025-11-26 02:45:10
6650S/2X,6650S/2X OBRAZEK ŚW. RODZINA 10x20 CM,https://wikomistral.ddns.net/Obrazki/6650S.2X_6650S.jpg,10x20 cm,Mirosilver,23,165.93,331.86,85,Beltrami s.r.l.,HIT,cm,"10,000","20,000",2025-11-26 02:45:10
6650S/2XCOL,6650S/2XCOL OBRAZEK ŚW. RODZINA 10x20 CM,https://wikomistral.ddns.net/Obrazki/6650S.2XCOL_6650S-COL.jpg,10x20 cm,Mirosilver,23,93.48,224.35,10,Beltrami s.r.l.,,cm,"10,000","20,000",2025-11-26 02:45:10
6650S/2XTP,6650S/2XTP OBRAZEK ŚW. RODZINA 14x24 CM,https://wikomistral.ddns.net/Obrazki/6650S.2XTP_6650STP.jpg,14x24 cm,Mirosilver,23,184.62,369.24,3,Beltrami s.r.l.,,cm,"14,000","24,000",2025-11-26 02:45:10
6650S/3,6650S/3 OBRAZEK ŚW. RODZINA 15x30 CM,https://wikomistral.ddns.net/Obrazki/6650S.3_6650S.jpg,15x30 cm,Mirosilver,23,321.34,578.41,70,Beltrami s.r.l.,HIT,cm,"15,000","30,000",2025-11-26 02:45:10
6650S/3COL,6650S/3COL OBRAZEK ŚW. RODZINA 15x30 CM,https://wikomistral.ddns.net/Obrazki/6650S.3COL_6650S-COL.jpg,15x30 cm,Mirosilver,23,181.43,362.86,5,Beltrami s.r.l.,,cm,"15,000","30,000",2025-11-26 02:45:10
6650S/3TP,6650S/3TP OBRAZEK ŚW. RODZINA 19x34 CM,https://wikomistral.ddns.net/Obrazki/6650S.3TP_6650STP.jpg,19x34 cm,Mirosilver,23,361.07,649.93,1,Beltrami s.r.l.,,cm,"19,000","34,000",2025-11-26 02:45:10
6650S/5,"6650S/5 OBRAZ ŚW. RODZINA 18,5x37 CM",https://wikomistral.ddns.net/Obrazki/6650S.5_6650S.jpg,"18,5x37 cm",Mirosilver,23,467.40,841.32,7,Beltrami s.r.l.,,cm,"18,500","37,000",2025-11-26 02:45:10
6650S/5COL,"6650S/5COL OBRAZ ŚW. RODZINA 18,5x37 CM",https://wikomistral.ddns.net/Obrazki/6650S.5COL_6650S-COL.jpg,"18,5x37 cm",Mirosilver,23,210.58,421.16,14,Beltrami s.r.l.,,cm,"18,500","37,000",2025-11-26 02:45:10
6650S/7,6650S/7 OBRAZ ŚW. RODZINA 25x50 CM,https://wikomistral.ddns.net/Obrazki/6650S.7_6650S.jpg,25x50 cm,Mirosilver,23,820.29,1476.52,19,Beltrami s.r.l.,,cm,"25,000","50,000",2025-11-26 02:45:10
